id_cliente,idade,genero,estado_civil,tempo_como_cliente,tipo_contrato,forma_pagamento,suporte_contatado,chamados_abertos,tempo_medio_atendimento,reclamacoes,atrasos_pagamento,renda_faixa,servicos_assinados,produtos_assinados,valor_mensal,total_gasto
e6a64ff0-88b2-4ab2-a15e-2f3308d10ee4,28,Masculino,Casado,49,Mensal,Boleto,1,1,19.67,0,1,10000-50000,4,['Produto F' 'Produto D' 'Produto B' 'Produto C'],654.78,32886.39
af12a52c-14eb-4f63-baac-bd06649cd92e,43,Masculino,Solteiro,22,Mensal,Boleto,1,0,27.87,2,4,0-1000,2,['Produto A' 'Produto B'],151.57,3417.91
bc27943c-5d52-44e0-aa5a-8c8cdc6e9860,33,Masculino,Solteiro,96,Mensal,Boleto,3,0,6.05,0,4,10000-50000,0,[],0.0,0.0
f8efd397-c1d0-4d48-9b31-c0c2473228d4,37,Feminino,Casado,29,Anual,Boleto,4,1,24.86,1,4,1000-5000,6,['Produto B' 'Produto C' 'Produto E' 'Produto F' 'Produto A' 'Produto D'],942.8,28024.78
c3c49040-0f60-4c96-b66a-54a4f046c57a,33,Masculino,Casado,35,Mensal,Débito,2,1,11.16,0,2,1000-5000,5,['Produto A' 'Produto B' 'Produto E' 'Produto C' 'Produto F'],798.98,28663.46
b2ab97b8-eb42-4fa9-aad6-4e528ce18e08,58,Masculino,Divorciado,81,Anual,Cartão,3,0,21.74,0,4,1000-5000,2,['Produto E' 'Produto A'],276.68,22971.4
9db46564-b7fb-42cb-a23b-bdcf3191ce46,39,Feminino,Solteiro,76,Mensal,Boleto,3,1,22.94,0,2,1000-5000,5,['Produto B' 'Produto A' 'Produto D' 'Produto E' 'Produto F'],928.87,72359.1
cd83c171-a176-410d-b648-a4a9ebd6497b,29,Feminino,Divorciado,24,Mensal,Cartão,2,2,28.14,0,1,1000-5000,4,['Produto A' 'Produto D' 'Produto F' 'Produto B'],707.82,17412.4
a4c8f2d9-22d2-46b8-b931-fb13c4a63f64,48,Feminino,Divorciado,94,Mensal,Débito,2,3,17.72,1,0,0-1000,1,['Produto F'],281.14,27087.89
f9163d5a-863f-4d35-a6b1-b444de677b6d,27,Masculino,Solteiro,108,Mensal,Boleto,3,1,26.21,0,3,10000-50000,3,['Produto A' 'Produto B' 'Produto E'],428.41,47425.07
f9fd9400-d526-44e2-9463-d4d5ed6be4cf,42,Feminino,Casado,30,Mensal,Boleto,2,0,6.13,1,3,1000-5000,5,['Produto E' 'Produto B' 'Produto A' 'Produto D' 'Produto F'],1030.27,31680.86
c199c7a2-caf8-4bec-a31a-3465a45cbc88,20,Feminino,Casado,84,Mensal,Débito,1,3,15.51,0,2,5000-10000,0,[],0.0,0.0
a2e37424-1448-4eaf-9c85-6f5c35a5e55a,26,Masculino,Divorciado,42,Anual,Débito,6,1,15.99,1,2,1000-5000,3,['Produto E' 'Produto A' 'Produto F'],535.46,23051.59
225ae6bc-9710-4413-a71f-e44eaf437a38,41,Masculino,Casado,71,Mensal,Boleto,2,2,18.46,1,0,1000-5000,5,['Produto A' 'Produto E' 'Produto F' 'Produto C' 'Produto B'],941.91,68547.62
c6cbad55-3bd7-4d86-92b2-a122c02e8940,47,Feminino,Casado,106,Anual,Boleto,2,3,17.03,0,1,5000-10000,0,[],0.0,0.0
e7181278-353b-4580-b6d7-abda09867276,41,Feminino,Casado,50,Mensal,Boleto,1,1,29.2,0,0,5000-10000,1,['Produto C'],119.2,6109.01
d2ac96f0-4094-461e-9f97-c54c82c274f4,38,Feminino,Solteiro,118,Mensal,Boleto,0,0,6.96,0,2,1000-5000,6,['Produto E' 'Produto D' 'Produto C' 'Produto B' 'Produto F' 'Produto A'],1111.7,134460.36
e143c7c6-3c24-492f-a591-dbaa6fb807fe,36,Feminino,Solteiro,102,Mensal,Cartão,2,1,11.63,0,0,5000-10000,1,['Produto B'],65.47,6844.9
aac87e4f-fcc9-42b3-9ea1-d706c6a9a3a0,25,Feminino,Casado,71,Anual,Boleto,2,1,29.22,1,2,0-1000,3,['Produto F' 'Produto E' 'Produto D'],792.12,57646.64
bd06acf9-e043-4640-9825-dddef2c895a6,32,Feminino,Casado,60,Mensal,Boleto,2,0,16.13,1,3,1000-5000,5,['Produto D' 'Produto C' 'Produto E' 'Produto A' 'Produto B'],794.93,48888.28
1e98fa3a-ec77-4baa-bfee-7fd3c64e124d,35,Masculino,Casado,113,Anual,Boleto,2,1,19.28,2,0,10000-50000,1,['Produto B'],73.54,8517.79
2e1475bb-3b89-4cf0-9fe4-c7dca4b5c0b1,50,Masculino,Casado,30,Mensal,Débito,1,1,7.03,0,1,1000-5000,3,['Produto D' 'Produto B' 'Produto E'],489.79,15061.07
180a50e2-6d75-4e40-9bee-0db62a482083,43,Masculino,Solteiro,12,Anual,Boleto,7,2,12.1,1,3,0-1000,5,['Produto B' 'Produto A' 'Produto E' 'Produto F' 'Produto C'],650.82,8005.1
75f60873-f8a8-4bd6-93d2-00213aa8e1b0,22,Feminino,Casado,49,Mensal,Boleto,4,0,5.99,0,1,1000-5000,2,['Produto A' 'Produto C'],173.47,8712.55
5c7f154a-948d-44dd-b377-ef59dd2ab227,43,Feminino,Solteiro,95,Mensal,Débito,3,1,8.44,0,1,1000-5000,2,['Produto B' 'Produto D'],230.88,22481.98
16f13fd1-dcac-40fc-a902-793fe5a98cb3,36,Feminino,Divorciado,82,Mensal,Cartão,4,0,20.83,0,2,1000-5000,4,['Produto C' 'Produto F' 'Produto A' 'Produto E'],576.64,48466.68
00452d1f-d34a-4bc5-aa89-4a86c1ce3926,33,Masculino,Divorciado,46,Mensal,Boleto,2,0,24.09,0,1,0-1000,2,['Produto A' 'Produto E'],255.23,12034.12
b639f821-6890-4c41-acc8-4813e0f95a7c,46,Feminino,Casado,43,Mensal,Boleto,2,0,26.75,1,4,5000-10000,3,['Produto D' 'Produto E' 'Produto F'],730.4,32192.44
b2ff172d-227a-43b5-a0cc-5dc46a71c75a,50,Masculino,Solteiro,2,Mensal,Boleto,0,0,11.29,0,1,0-1000,1,['Produto F'],329.61,675.7
fda99597-1170-47a5-89e8-d4290b01db14,49,Masculino,Solteiro,117,Mensal,Cartão,5,1,13.32,0,0,1000-5000,4,['Produto E' 'Produto B' 'Produto D' 'Produto C'],695.53,83411.59
49d64bd4-9104-4ace-8a14-c36b57e0ef94,31,Feminino,Casado,97,Mensal,Boleto,1,1,19.23,0,2,5000-10000,0,[],0.0,0.0
8f712d4d-caae-4f3d-9df7-65263a38b930,36,Feminino,Casado,75,Mensal,Boleto,3,2,7.09,1,2,1000-5000,2,['Produto F' 'Produto D'],464.2,35685.44
d77fa7d9-07eb-4a8b-967d-03439506e033,43,Feminino,Casado,98,Mensal,Boleto,3,0,25.17,0,4,10000-50000,2,['Produto C' 'Produto F'],446.48,44849.0
b595fc74-bfd1-4696-903d-c696fcfb8046,49,Masculino,Solteiro,80,Mensal,Boleto,1,1,17.08,0,2,10000-50000,2,['Produto B' 'Produto F'],411.52,33744.7
26fa166f-0822-4768-a308-e2a559199565,35,Masculino,Casado,54,Anual,Cartão,0,3,29.14,2,2,1000-5000,4,['Produto F' 'Produto A' 'Produto D' 'Produto E'],871.32,48227.65
432b57c9-1fe7-4f66-99f8-3c8738ca18cd,38,Masculino,Casado,35,Anual,Boleto,1,0,7.93,1,3,1000-5000,2,['Produto C' 'Produto B'],172.67,6194.55
99125006-2771-4a1b-89b0-ceaa34a3393a,28,Masculino,Solteiro,52,Mensal,Boleto,0,0,8.33,0,3,0-1000,2,['Produto E' 'Produto B'],272.59,14529.07
700bf072-1d46-4bae-869b-fba75ad326ed,28,Feminino,Casado,33,Anual,Débito,2,0,13.71,0,3,10000-50000,2,['Produto D' 'Produto C'],320.59,10843.98
a4d2438b-f953-44cc-8f92-0df12fa6e9ca,48,Feminino,Solteiro,85,Mensal,Cartão,0,1,10.17,2,4,1000-5000,3,['Produto B' 'Produto F' 'Produto C'],479.74,41797.42
17caa823-e1be-46ed-9cbf-7742f5c0a13c,53,Feminino,Casado,84,Mensal,Boleto,0,1,22.41,1,2,1000-5000,3,['Produto E' 'Produto B' 'Produto C'],527.27,45398.03
9c0e30e3-9c6a-4ba3-9f6b-cd24e6e6a0c3,39,Masculino,Divorciado,72,Mensal,Cartão,3,0,28.67,0,2,0-1000,4,['Produto C' 'Produto F' 'Produto E' 'Produto B'],601.73,44407.75
8e8ebab6-2bad-40e3-b937-660ce6d39fb8,50,Feminino,Casado,51,Anual,Boleto,2,0,7.25,2,2,0-1000,1,['Produto A'],56.18,2936.81
3f12c33e-7261-435d-b3ba-c06f2046bd32,43,Masculino,Divorciado,26,Mensal,Cartão,2,0,11.06,2,1,1000-5000,2,['Produto E' 'Produto D'],538.54,14352.12
3b22498e-dc1e-4a45-9c1b-59a3499b0c0c,33,Feminino,Casado,97,Anual,Cartão,2,0,10.95,0,2,5000-10000,1,['Produto F'],342.05,34008.38
e8d03f4a-ebfe-4b0e-b05e-89f5f1c5c3e7,43,Masculino,Solteiro,62,Anual,Cartão,3,0,17.73,0,2,5000-10000,1,['Produto F'],337.77,21465.32
e782b2c8-e0d3-4143-ad4e-fe43e93f7550,55,Masculino,Casado,61,Mensal,Cartão,1,0,16.3,1,0,10000-50000,2,['Produto F' 'Produto E'],444.94,27819.92
f96cfbd8-82ab-4e95-b8da-f4c2ffe319c2,39,Feminino,Casado,26,Mensal,Boleto,2,1,23.17,0,0,5000-10000,4,['Produto F' 'Produto B' 'Produto A' 'Produto E'],779.39,20770.78
b5d74469-e496-43f9-af20-a0a908d874ca,55,Feminino,Solteiro,37,Mensal,Cartão,0,0,23.32,0,2,1000-5000,4,['Produto C' 'Produto E' 'Produto B' 'Produto A'],516.83,19600.81
a4e33515-442c-4d5f-85ec-ddd41064e8ac,13,Masculino,Solteiro,30,Mensal,Boleto,0,1,19.32,0,1,10000-50000,2,['Produto C' 'Produto B'],212.32,6528.85
878e3715-3b3c-41de-8303-11b824ccfd89,48,Masculino,Casado,95,Mensal,Boleto,5,2,19.78,1,1,1000-5000,1,['Produto B'],76.7,7468.68
fb65440a-0c5d-42eb-a787-3116a508ff9f,40,Feminino,Solteiro,97,Mensal,Débito,2,1,26.06,0,4,1000-5000,5,['Produto E' 'Produto A' 'Produto F' 'Produto C' 'Produto B'],942.08,93666.47
e396f002-131e-4945-b35f-5e051df7f078,37,Masculino,Solteiro,11,Mensal,Cartão,1,0,14.92,0,4,1000-5000,1,['Produto B'],80.74,910.35
94752abd-5cf2-4f97-9ca2-9dd4c794a9db,40,Masculino,Casado,53,Mensal,Débito,1,3,5.31,0,2,5000-10000,1,['Produto E'],261.76,14220.14
fc020307-acab-4023-9994-e26ea8849003,20,Masculino,Solteiro,41,Mensal,Boleto,0,0,10.33,1,3,1000-5000,3,['Produto C' 'Produto D' 'Produto B'],353.43,14852.92
98c65cc0-1189-4f46-97dc-e593b316be58,37,Masculino,Divorciado,5,Mensal,Boleto,2,0,5.88,1,1,5000-10000,1,['Produto B'],81.86,419.53
4db95e54-97bc-4c76-aa2d-e5cda7dd8a66,43,Feminino,Solteiro,66,Mensal,Boleto,1,0,14.84,0,3,1000-5000,2,['Produto F' 'Produto A'],310.89,21031.75
d1b2b140-7481-4c9d-8fad-fad5d40bcf28,54,Feminino,Casado,13,Mensal,Cartão,1,0,13.95,1,4,5000-10000,3,['Produto B' 'Produto E' 'Produto D'],448.28,5973.34
899b41fe-6001-4f08-b067-ac89c8518120,34,Feminino,Casado,63,Mensal,Boleto,4,0,7.47,1,1,5000-10000,0,[],0.0,0.0
b5db8147-afa7-45bd-bbc9-b6f9b8be91d9,31,Feminino,Casado,82,Anual,Boleto,2,1,23.88,0,3,10000-50000,1,['Produto E'],284.61,23921.51
f6f16f13-c564-422d-8d68-cdc2c78c8aea,34,Masculino,Solteiro,90,Mensal,Boleto,1,0,18.83,0,2,10000-50000,2,['Produto F' 'Produto D'],575.48,53088.13
25258bc6-7492-4543-a93b-f5936f91fbc6,49,Masculino,Divorciado,25,Mensal,Cartão,1,0,10.64,0,3,1000-5000,5,['Produto F' 'Produto B' 'Produto A' 'Produto E' 'Produto D'],1033.82,26491.69
03f3605d-72af-441c-b395-7ec3b751a0da,43,Masculino,Casado,44,Anual,Boleto,1,0,23.98,0,4,10000-50000,0,[],0.0,0.0
b95c1137-1a54-4639-954e-a38b980e62ad,34,Masculino,Divorciado,14,Mensal,Débito,3,0,21.7,0,1,5000-10000,3,['Produto C' 'Produto E' 'Produto B'],534.36,7668.08
d8028be2-60c6-42b8-8c00-dbcd10b9f202,45,Masculino,Solteiro,69,Anual,Boleto,3,0,9.79,1,1,1000-5000,4,['Produto F' 'Produto B' 'Produto E' 'Produto D'],903.62,63908.64
6288ea3b-54aa-4cdb-bce4-b2473ba8255e,40,Feminino,Solteiro,59,Mensal,Boleto,0,0,29.57,0,1,1000-5000,3,['Produto A' 'Produto D' 'Produto B'],278.72,16855.62
07082c2a-6dbc-4fad-b82f-4f31f861e752,49,Feminino,Casado,56,Anual,Boleto,2,2,9.44,1,2,0-1000,2,['Produto B' 'Produto C'],209.43,12021.3
b9b1d4fb-efde-4b64-a301-dc9b80fa4202,32,Masculino,Solteiro,106,Anual,Débito,2,1,24.29,0,1,1000-5000,2,['Produto E' 'Produto C'],386.12,41952.01
e81b58e8-2662-4e3a-b2e8-2413ec054da8,36,Feminino,Casado,52,Mensal,Boleto,1,0,29.21,1,3,5000-10000,4,['Produto F' 'Produto A' 'Produto D' 'Produto B'],531.02,28303.42
f94e4a3f-cb16-4f15-a45b-9e94ce1a074e,36,Feminino,Solteiro,66,Mensal,Boleto,1,0,23.14,0,0,1000-5000,3,['Produto C' 'Produto A' 'Produto F'],508.13,34375.06
4faffa55-7599-42af-8c54-79ea2292d2f5,25,Feminino,Casado,68,Anual,Cartão,0,0,21.64,1,0,1000-5000,1,['Produto C'],115.87,8076.15
47919114-a10e-464e-abf2-c6c14c2dcbaf,42,Feminino,Divorciado,12,Anual,Boleto,0,2,27.58,2,2,1000-5000,2,['Produto D' 'Produto F'],414.04,5092.7
04b0b7ec-4fba-45f4-99c4-364567e4fca1,42,Feminino,Casado,75,Anual,Cartão,2,1,11.73,0,3,1000-5000,5,['Produto B' 'Produto D' 'Produto E' 'Produto F' 'Produto C'],1115.32,85740.38
4e9c42b7-ba25-4df6-b519-96d540db3235,40,Feminino,Divorciado,68,Mensal,Boleto,3,0,11.93,0,2,1000-5000,4,['Produto C' 'Produto A' 'Produto E' 'Produto B'],438.36,30553.75
77262ac0-5ea2-4386-a5a0-6c2d87d9b116,37,Feminino,Casado,43,Anual,Boleto,1,1,21.03,0,0,5000-10000,2,['Produto C' 'Produto A'],144.43,6365.76
2b20d752-7259-47ce-9dd7-e25615871521,25,Feminino,Casado,73,Mensal,Boleto,2,0,27.05,0,1,1000-5000,5,['Produto F' 'Produto E' 'Produto A' 'Produto D' 'Produto C'],810.6,60653.26
17b4de11-566e-4a87-a121-4b588e117d52,35,Masculino,Divorciado,74,Mensal,Boleto,2,3,20.43,0,0,1000-5000,2,['Produto D' 'Produto B'],309.6,23483.2
59905bec-3983-4d41-ac88-8bc0a7ef2d7b,36,Masculino,Divorciado,91,Mensal,Cartão,2,0,29.43,1,0,1000-5000,3,['Produto C' 'Produto F' 'Produto A'],520.99,48595.43
0bc00a53-56c7-4aa9-a8b6-f76a8aa834ba,31,Feminino,Casado,6,Mensal,Cartão,1,0,10.57,0,0,0-1000,4,['Produto B' 'Produto A' 'Produto F' 'Produto E'],567.32,3489.02
0bd347db-64d8-439b-a6bb-aa60931df042,38,Masculino,Solteiro,15,Mensal,Cartão,3,3,25.65,2,2,1000-5000,5,['Produto D' 'Produto B' 'Produto A' 'Produto C' 'Produto E'],703.58,10817.56
b59a968a-4ff0-4437-952a-7c7f627fdfeb,44,Masculino,Casado,42,Mensal,Débito,0,1,28.18,1,4,0-1000,1,['Produto F'],322.82,13897.43
49042bf8-e870-42e1-b40a-b89cc56bbfbd,58,Feminino,Solteiro,31,Mensal,Boleto,3,2,15.68,1,2,1000-5000,6,['Produto E' 'Produto D' 'Produto F' 'Produto A' 'Produto C' 'Produto B'],1073.18,34100.36
63546653-e5cf-44bb-92f9-c0f883a5871a,41,Masculino,Casado,86,Mensal,Boleto,2,0,29.05,0,4,1000-5000,4,['Produto E' 'Produto D' 'Produto B' 'Produto A'],619.66,54623.13
d049190f-7d62-4aa0-81ba-9a6cdd10661c,42,Feminino,Casado,53,Anual,Cartão,1,1,10.05,0,2,0-1000,1,['Produto F'],290.92,15804.26
97322de1-492a-4218-bc5c-a11ccc64f370,39,Feminino,Divorciado,6,Mensal,Cartão,1,2,28.82,0,0,5000-10000,2,['Produto C' 'Produto F'],404.74,2489.16
3e2ddb78-0126-462d-bffb-c26b3b8462d7,20,Feminino,Divorciado,33,Mensal,Boleto,2,2,27.57,0,1,1000-5000,2,['Produto B' 'Produto E'],385.36,13034.83
bff5c3f7-058c-470e-8fb9-d5a9420b80e8,39,Masculino,Casado,29,Mensal,Cartão,1,3,6.65,0,3,5000-10000,2,['Produto E' 'Produto D'],531.59,15801.54
746d2986-58c4-40eb-acdb-27e4efee7bba,40,Masculino,Solteiro,21,Mensal,Boleto,2,1,18.03,0,4,5000-10000,1,['Produto B'],69.64,1499.0
817a3ba5-7c78-4f92-9121-bce0c790d352,64,Feminino,Divorciado,54,Mensal,Cartão,3,1,18.22,1,2,1000-5000,2,['Produto E' 'Produto D'],539.19,29844.22
f63a12fb-d1c2-46a8-a394-21cfe74f5d84,38,Feminino,Solteiro,56,Mensal,Débito,1,0,6.42,0,1,1000-5000,3,['Produto C' 'Produto A' 'Produto D'],316.36,18159.1
37aec8f6-a1bb-4c61-a17f-d7aabd2bd5f3,43,Feminino,Casado,116,Mensal,Cartão,2,1,5.99,2,3,5000-10000,1,['Produto E'],278.64,33130.36
6bb97a3d-ccab-4d55-b4a9-ad4c03cd3305,39,Masculino,Solteiro,94,Anual,Boleto,3,1,5.13,1,1,1000-5000,3,['Produto B' 'Produto C' 'Produto F'],420.86,40549.93
b6f8aa86-379f-4ecd-85eb-8babe3860915,28,Masculino,Solteiro,21,Mensal,Cartão,3,4,18.11,0,4,0-1000,1,['Produto D'],209.92,4518.54
9a9b9cbe-a469-446c-be7e-bd1e8ee94163,51,Feminino,Divorciado,100,Mensal,Cartão,4,1,16.6,0,4,5000-10000,1,['Produto B'],81.73,8377.34
05da017f-7d09-4ce3-a8d2-33c18b8c5fda,47,Masculino,Solteiro,55,Mensal,Boleto,1,1,28.51,0,3,5000-10000,0,[],0.0,0.0
6f1961f7-18c9-4436-8350-e93c534c779c,47,Feminino,Casado,58,Mensal,Boleto,2,1,13.56,0,3,1000-5000,4,['Produto E' 'Produto C' 'Produto A' 'Produto B'],503.64,29941.45
13fdd33e-ea64-439c-883a-5676dc4978bf,30,Masculino,Solteiro,64,Mensal,Débito,3,2,21.46,2,4,10000-50000,0,[],0.0,0.0
acfd803a-963f-4658-88ef-d04f17440496,54,Masculino,Divorciado,86,Mensal,Boleto,1,1,5.19,1,4,1000-5000,4,['Produto F' 'Produto B' 'Produto D' 'Produto C'],761.74,67147.5
e686b141-b5f1-49b4-8827-f7e7fd2063a4,25,Masculino,Divorciado,46,Mensal,Boleto,0,0,21.59,0,0,1000-5000,4,['Produto E' 'Produto F' 'Produto B' 'Produto C'],817.66,38552.74
e826512d-e2f3-4434-899c-8f0f84b35d10,45,Masculino,Solteiro,84,Mensal,Boleto,0,1,27.84,0,3,10000-50000,1,['Produto D'],211.02,18168.86
5d0a15af-3141-4712-86cf-4f2969a69329,61,Feminino,Solteiro,22,Mensal,Cartão,0,1,13.87,0,3,10000-50000,5,['Produto A' 'Produto D' 'Produto F' 'Produto B' 'Produto E'],980.19,22103.32
0f534efb-bc75-48ce-ba57-8464b0099399,30,Feminino,Casado,116,Mensal,Débito,0,2,12.85,0,4,5000-10000,2,['Produto E' 'Produto B'],360.65,42881.36
5627c2cf-38ad-4895-aa9b-b1bd571355f3,34,Masculino,Solteiro,60,Anual,Cartão,4,0,20.65,1,2,10000-50000,0,[],0.0,0.0
150e11eb-8dfb-4c0b-8998-d81c847f92d0,40,Feminino,Casado,104,Mensal,Boleto,1,5,13.21,1,0,0-1000,2,['Produto C' 'Produto D'],271.52,28944.08
3f8d6c80-a35d-486e-a9fd-afe09944f1c8,34,Masculino,Solteiro,11,Mensal,Cartão,2,2,15.06,0,2,0-1000,1,['Produto F'],348.37,3927.88
8d36844b-fc65-45f0-8f0a-652582578286,24,Feminino,Solteiro,47,Mensal,Cartão,0,0,11.83,1,4,1000-5000,4,['Produto D' 'Produto F' 'Produto E' 'Produto C'],699.4,33693.66
caf15039-a01a-4e16-b8f1-7062ac911550,40,Masculino,Casado,31,Anual,Cartão,3,1,13.62,1,0,5000-10000,5,['Produto F' 'Produto D' 'Produto E' 'Produto A' 'Produto C'],810.95,25767.98
86797f7e-4f89-4b33-bc79-0d3515785cbb,29,Feminino,Solteiro,115,Anual,Boleto,0,0,21.99,0,0,1000-5000,4,['Produto A' 'Produto C' 'Produto B' 'Produto E'],510.0,60116.36
ddc83438-ad9c-49a9-858e-2f260ff14fbc,44,Feminino,Divorciado,104,Mensal,Cartão,1,2,28.06,0,4,1000-5000,3,['Produto D' 'Produto A' 'Produto F'],613.28,65375.77
f8e328f8-b2c0-4f49-87f1-b7984eb83e82,30,Feminino,Solteiro,77,Anual,Boleto,0,2,19.58,1,1,1000-5000,3,['Produto C' 'Produto E' 'Produto F'],593.24,46821.55
89be32e2-5a14-4111-8a02-1d3fbe2f7782,55,Feminino,Solteiro,18,Mensal,Boleto,0,0,5.25,0,1,5000-10000,0,[],0.0,0.0
67938bd0-c8aa-41e3-8f19-aa3a14e86a6e,32,Feminino,Divorciado,22,Anual,Cartão,1,0,11.6,2,3,5000-10000,1,['Produto D'],190.24,4289.92
c6ef772e-a841-43b5-b581-10cdd8f64698,36,Feminino,Casado,56,Mensal,Débito,3,0,28.81,2,4,1000-5000,4,['Produto E' 'Produto A' 'Produto C' 'Produto B'],400.69,22999.65
3f3674b7-8694-4df3-8f8a-86b6d14bd0ed,48,Feminino,Casado,17,Mensal,Boleto,0,3,27.76,0,4,1000-5000,4,['Produto A' 'Produto F' 'Produto B' 'Produto D'],684.21,11922.38
