id_cliente,idade,genero,estado_civil,tempo_como_cliente,tipo_contrato,forma_pagamento,suporte_contatado,chamados_abertos,tempo_medio_atendimento,reclamacoes,atrasos_pagamento,renda_faixa,servicos_assinados,produtos_assinados,valor_mensal,total_gasto,churn
b7c4f6fd-8037-4fb4-98f0-8b88151313f6,35,Masculino,Casado,109,Mensal,Débito,3,0,14.32,0,3,1000-5000,4,['Produto C' 'Produto F' 'Produto A' 'Produto D'],695.87,77486.29,0
9a629d34-eef0-4f17-9b5c-c5691485b761,35,Masculino,Casado,101,Mensal,Boleto,0,2,7.64,1,4,10000-50000,1,['Produto A'],42.63,4398.52,0
fd04550a-ecf9-4088-9186-8c43a407eac7,42,Feminino,Casado,21,Mensal,Boleto,2,1,20.21,1,3,5000-10000,0,[],0.0,0.0,1
edb8f1c1-6253-479c-90f8-2e35f7c8ac9c,20,Feminino,Solteiro,93,Mensal,Boleto,3,1,13.63,0,2,10000-50000,1,['Produto C'],141.74,13466.22,0
a08348ec-6d6f-4a6c-9ead-c8228db2aada,22,Feminino,Solteiro,21,Mensal,Boleto,2,1,18.2,0,1,1000-5000,4,['Produto A' 'Produto C' 'Produto D' 'Produto E'],665.38,14274.45,1
91231490-8dc8-4b6c-8e87-1d044e728327,34,Masculino,Casado,115,Anual,Cartão,0,1,16.44,1,0,10000-50000,3,['Produto A' 'Produto E' 'Produto B'],413.35,48560.82,0
70acf85e-7689-42e4-a874-7703868f1626,29,Masculino,Casado,68,Anual,Débito,2,0,21.71,1,4,0-1000,1,['Produto B'],78.79,5473.31,0
3e04bebf-19db-49f8-b826-eb6e74c63983,43,Masculino,Casado,57,Mensal,Cartão,1,1,29.18,2,2,5000-10000,4,['Produto E' 'Produto F' 'Produto B' 'Produto D'],703.36,40956.49,0
27d83dd5-30af-4f97-8896-4084346e2a4d,30,Masculino,Solteiro,106,Anual,Cartão,2,0,9.83,1,4,10000-50000,3,['Produto E' 'Produto B' 'Produto C'],360.06,38989.8,0
17c95875-0930-400b-a86c-79ce00e88e46,25,Masculino,Solteiro,20,Mensal,Débito,3,0,9.38,0,4,0-1000,1,['Produto A'],53.86,1100.44,1
4f8f2acf-5366-40ac-87d8-8dce9ba441bd,54,Feminino,Casado,74,Anual,Cartão,2,1,6.73,1,0,5000-10000,0,[],0.0,0.0,0
6d5cfa06-8f68-4bfb-96d4-1c99cd4c860b,37,Feminino,Solteiro,14,Anual,Boleto,1,2,14.77,1,3,0-1000,1,['Produto C'],122.17,1747.28,1
1aefb873-5c95-476b-9028-c8cc30908940,40,Masculino,Casado,74,Anual,Boleto,2,1,23.98,0,2,1000-5000,3,['Produto A' 'Produto F' 'Produto E'],628.27,47495.04,0
20bea792-37c5-4fe0-a644-3549b60b6e5a,25,Feminino,Solteiro,110,Anual,Boleto,2,3,25.09,0,0,1000-5000,5,['Produto C' 'Produto D' 'Produto F' 'Produto A' 'Produto E'],834.09,93729.4,0
c3804596-475c-4bba-9f3e-2ad8fe61d12a,34,Feminino,Divorciado,62,Mensal,Débito,3,2,11.96,0,4,1000-5000,6,['Produto E' 'Produto C' 'Produto D' 'Produto A' 'Produto F' 'Produto B'],961.71,60912.45,1
67b83f70-e534-4dfb-9763-94f25a54cec4,41,Masculino,Casado,51,Anual,Débito,3,3,18.63,1,4,1000-5000,3,['Produto B' 'Produto D' 'Produto C'],412.32,21482.0,0
e5a29cef-0902-4dac-8202-971da421c42d,28,Masculino,Divorciado,30,Mensal,Boleto,1,3,7.15,1,1,1000-5000,6,['Produto C' 'Produto B' 'Produto F' 'Produto E' 'Produto A' 'Produto D'],905.18,27741.28,1
2b04950e-6a23-4b9a-897d-9e560da766fd,43,Masculino,Solteiro,19,Anual,Débito,0,2,19.39,0,3,0-1000,1,['Produto B'],86.4,1677.02,0
445ecc60-69a6-42b8-9e1f-4102bcddf27c,33,Feminino,Casado,13,Anual,Cartão,1,0,6.09,0,1,5000-10000,3,['Produto E' 'Produto D' 'Produto B'],496.33,6591.5,1
20fee6e0-3b72-43f5-a189-5216bd39bdaf,37,Masculino,Divorciado,57,Anual,Boleto,5,2,23.59,0,2,0-1000,0,[],0.0,0.0,0
b13756a9-d9f6-429a-8811-34fcfe98d2ba,33,Feminino,Casado,115,Anual,Boleto,1,2,14.71,1,3,5000-10000,4,['Produto F' 'Produto E' 'Produto C' 'Produto B'],840.95,98795.75,0
b711ee72-dbeb-45fc-b884-4cd7d3d545e3,58,Masculino,Divorciado,67,Mensal,Boleto,2,2,13.73,0,3,5000-10000,4,['Produto A' 'Produto B' 'Produto D' 'Produto E'],560.17,38341.13,1
54a3b014-2462-4156-89af-ada567a19fce,39,Feminino,Solteiro,59,Mensal,Débito,0,0,28.17,1,1,1000-5000,6,['Produto E' 'Produto D' 'Produto C' 'Produto B' 'Produto F' 'Produto A'],1134.01,68350.1,0
b3dab637-9f4e-4706-9d3c-ec54f0f8a69a,29,Masculino,Casado,6,Mensal,Cartão,1,0,12.57,0,0,0-1000,3,['Produto A' 'Produto B' 'Produto E'],403.83,2475.26,0
28ea7442-4926-4939-a3ff-9cccb149e0c7,48,Masculino,Divorciado,50,Mensal,Boleto,2,1,8.76,0,4,5000-10000,0,[],0.0,0.0,0
d0b66066-2384-41bd-864b-7623c96e9c61,27,Masculino,Solteiro,102,Mensal,Débito,1,0,27.78,0,4,1000-5000,5,['Produto D' 'Produto B' 'Produto E' 'Produto C' 'Produto F'],968.17,100883.94,0
d31a81e9-2087-44e2-9ef1-f6be7aa34f95,42,Masculino,Casado,115,Mensal,Cartão,4,3,27.44,0,0,1000-5000,6,['Produto C' 'Produto F' 'Produto A' 'Produto B' 'Produto E' 'Produto D'],1145.21,134540.55,0
076eb440-250c-4839-90ab-5b4722e8a484,20,Masculino,Casado,41,Mensal,Boleto,1,1,21.93,0,3,0-1000,1,['Produto C'],126.11,5282.06,0
47c4fa3f-79a5-4acb-99ba-2743be326548,26,Feminino,Casado,117,Anual,Cartão,2,2,28.54,0,2,1000-5000,2,['Produto D' 'Produto C'],340.33,40677.69,0
e4ba34d7-b504-4392-8987-99778e834b53,41,Feminino,Solteiro,111,Mensal,Boleto,0,1,14.3,1,2,0-1000,3,['Produto D' 'Produto A' 'Produto B'],375.69,42601.3,0
52fb8921-a87c-44e9-8a58-1f761d7443c4,47,Feminino,Solteiro,69,Mensal,Boleto,3,0,13.85,0,2,10000-50000,1,['Produto B'],82.87,5841.4,0
051ffdbe-fe80-4a94-b88f-397f5ec2c098,41,Masculino,Casado,31,Mensal,Boleto,4,1,28.43,1,2,1000-5000,2,['Produto F' 'Produto B'],446.05,14125.88,0
b6e212d1-0b79-434e-935a-b1d4c884321b,38,Feminino,Casado,52,Mensal,Débito,2,0,17.1,0,4,10000-50000,3,['Produto F' 'Produto A' 'Produto C'],520.09,27628.17,1
e7c976c8-d749-41cf-ab04-51a5d1cd27d7,36,Masculino,Casado,108,Mensal,Cartão,2,0,9.69,3,1,1000-5000,2,['Produto A' 'Produto F'],376.94,41587.83,0
688fa639-d9aa-4c7c-8535-de8c12e32d55,25,Feminino,Solteiro,62,Mensal,Boleto,1,0,15.27,0,3,5000-10000,3,['Produto C' 'Produto D' 'Produto B'],378.66,23983.43,0
a11f51a9-d1be-4bdb-8ffe-9838e2504738,32,Masculino,Solteiro,23,Mensal,Cartão,5,0,24.79,0,4,1000-5000,2,['Produto F' 'Produto D'],432.81,10169.4,1
5c7bbfa9-f7e4-4784-abfa-a612b17c024b,35,Masculino,Casado,108,Anual,Débito,4,3,27.35,0,4,10000-50000,2,['Produto D' 'Produto B'],316.25,34891.89,0
ceae73e8-2698-4eb1-a0eb-9308cd045233,50,Masculino,Solteiro,75,Mensal,Cartão,2,1,13.43,0,1,10000-50000,1,['Produto D'],230.71,17676.57,0
70c30937-c34b-45f4-95d9-32a23fa90115,43,Masculino,Solteiro,110,Anual,Cartão,1,1,14.45,0,0,5000-10000,2,['Produto C' 'Produto E'],296.72,33343.39,0
215b34bb-2288-4dc4-b3f3-ba306be72a74,22,Masculino,Solteiro,100,Anual,Cartão,1,0,10.81,0,2,5000-10000,1,['Produto C'],111.96,11437.55,0
1f0366b6-6e46-4929-985a-5dff6b857010,43,Feminino,Divorciado,111,Mensal,Boleto,2,2,7.22,1,1,0-1000,2,['Produto C' 'Produto B'],190.76,21631.2,0
fd26f75c-8758-45c5-ae8f-6af06fd5343f,36,Masculino,Casado,40,Mensal,Boleto,2,0,9.84,1,2,1000-5000,4,['Produto E' 'Produto B' 'Produto C' 'Produto A'],486.26,19870.04,1
93e89d3c-fe05-4122-bf1c-bffc8ed7a9ef,33,Feminino,Casado,102,Anual,Boleto,2,1,18.67,0,4,5000-10000,0,[],0.0,0.0,0
51a3cfc0-209c-4190-8d62-f177824d0d0c,46,Masculino,Casado,94,Anual,Boleto,1,1,24.48,3,2,10000-50000,0,[],0.0,0.0,0
723d85c0-1b3e-45ae-90c9-f1815c9414f3,50,Masculino,Casado,56,Mensal,Cartão,3,2,15.72,0,2,5000-10000,1,['Produto C'],108.22,6191.07,1
8fae2198-f90f-419a-8abf-10ab8453110b,49,Masculino,Divorciado,26,Mensal,Débito,2,2,5.53,0,1,1000-5000,2,['Produto A' 'Produto F'],403.13,10707.52,1
e7ef5c95-3c06-4c96-b9f4-50a952057045,31,Masculino,Divorciado,7,Mensal,Cartão,4,2,11.48,0,1,1000-5000,6,['Produto E' 'Produto F' 'Produto B' 'Produto D' 'Produto C' 'Produto A'],1155.81,8265.23,1
903cf13b-14d7-462c-a259-d412bbe07a1d,36,Feminino,Casado,28,Mensal,Boleto,2,2,19.89,0,2,0-1000,3,['Produto B' 'Produto D' 'Produto A'],341.31,9762.86,0
5caa835e-b26b-4a42-9484-2b7a8d56aa82,43,Masculino,Casado,22,Mensal,Débito,3,0,11.76,0,4,5000-10000,3,['Produto D' 'Produto A' 'Produto F'],477.84,10739.29,1
0b4afe07-b4e2-4795-9401-d4815f50e959,49,Feminino,Casado,40,Mensal,Débito,1,1,11.04,0,2,0-1000,1,['Produto F'],291.81,11924.23,1
a4459527-a151-47cb-8b8a-49a3af842175,35,Feminino,Solteiro,39,Mensal,Boleto,3,0,29.25,0,3,10000-50000,0,[],0.0,0.0,0
4cb91f46-974f-4a04-b72b-5b8a9ba92bc7,38,Masculino,Casado,32,Anual,Boleto,2,1,10.57,0,3,1000-5000,5,['Produto E' 'Produto D' 'Produto A' 'Produto B' 'Produto F'],1018.81,33305.3,0
660910ad-74f1-4782-aaaf-1e901958b852,28,Masculino,Casado,99,Mensal,Débito,3,0,12.46,0,2,10000-50000,1,['Produto D'],173.2,17516.74,0
5d1a19f0-061f-4df1-806e-475948578d2b,28,Masculino,Solteiro,18,Mensal,Boleto,1,1,26.88,0,0,1000-5000,2,['Produto B' 'Produto D'],248.29,4565.64,0
3a3313c4-c68e-449f-b156-bb8b4a0220ea,48,Masculino,Solteiro,51,Mensal,Débito,3,0,22.6,0,2,5000-10000,2,['Produto E' 'Produto A'],306.7,15979.17,1
161b1c5b-36ff-430f-b5e0-bfe6643e306b,53,Masculino,Solteiro,115,Mensal,Débito,5,1,7.11,1,2,10000-50000,5,['Produto C' 'Produto F' 'Produto A' 'Produto D' 'Produto E'],910.97,107021.77,0
a0cedbed-f6f3-4e6c-bcf0-fde9a0e754d0,39,Masculino,Solteiro,75,Mensal,Cartão,2,1,28.49,0,4,10000-50000,3,['Produto F' 'Produto C' 'Produto B'],426.61,32686.06,0
a21eb3e6-33a2-44db-ade9-e081ccd3febd,50,Masculino,Solteiro,60,Mensal,Débito,4,1,13.89,2,0,1000-5000,2,['Produto A' 'Produto B'],114.92,7043.96,0
3e484894-04fb-435d-9bec-323743147cd3,43,Feminino,Casado,31,Anual,Boleto,0,3,11.59,1,3,1000-5000,2,['Produto E' 'Produto B'],342.58,10849.11,0
ae353af1-5241-4fa9-8930-711493459f4b,33,Masculino,Solteiro,32,Mensal,Boleto,3,0,29.5,0,4,5000-10000,4,['Produto A' 'Produto F' 'Produto E' 'Produto B'],592.85,19380.5,0
3963e894-faa1-42f9-8895-99c422d2793b,43,Masculino,Casado,93,Mensal,Débito,6,0,14.96,0,2,10000-50000,1,['Produto E'],253.93,24124.99,0
f8566034-3e05-4794-83a4-8df97ed0c413,55,Feminino,Solteiro,13,Mensal,Cartão,2,1,20.53,1,2,0-1000,5,['Produto C' 'Produto D' 'Produto A' 'Produto B' 'Produto F'],681.74,9053.83,0
745d0a04-0ba0-443e-9710-16e096ce9f1b,39,Feminino,Casado,50,Mensal,Boleto,2,0,27.73,0,2,0-1000,1,['Produto A'],56.48,2884.93,0
feac9e9c-8193-4b1f-86f7-06935f243511,55,Masculino,Casado,55,Anual,Boleto,1,0,12.91,1,4,1000-5000,5,['Produto A' 'Produto E' 'Produto B' 'Produto F' 'Produto C'],912.57,51274.23,1
f90fa347-85c6-452f-8b25-383cac8a7d3d,13,Masculino,Solteiro,27,Mensal,Boleto,3,2,25.72,0,0,10000-50000,4,['Produto D' 'Produto B' 'Produto A' 'Produto F'],677.84,18696.54,1
9cdda1d5-0097-4a71-9dde-0d651302472d,48,Masculino,Solteiro,20,Mensal,Débito,3,1,21.35,0,3,1000-5000,2,['Produto D' 'Produto A'],237.18,4845.94,1
08fdcce6-26ca-49ce-9b09-7f349f2c937e,40,Masculino,Solteiro,30,Mensal,Boleto,3,1,15.97,0,2,0-1000,2,['Produto A' 'Produto E'],327.32,10031.46,0
01ceb280-1e9e-48cd-86e1-9fc2371ffcf5,37,Masculino,Casado,27,Mensal,Débito,1,0,27.5,1,2,10000-50000,1,['Produto E'],287.92,7941.56,0
d47e1183-ab7b-4ae7-a3eb-2ad29814dfb7,40,Feminino,Solteiro,54,Mensal,Boleto,3,2,26.27,0,1,0-1000,1,['Produto C'],108.42,5980.99,1
49940d76-f4ef-4394-9c3e-79164e3a39a7,20,Feminino,Divorciado,6,Anual,Boleto,2,2,14.96,0,2,5000-10000,4,['Produto A' 'Produto C' 'Produto D' 'Produto E'],603.8,3700.96,1
77c280da-faab-4d9a-88f6-d9257795cb0b,37,Feminino,Casado,8,Mensal,Boleto,1,0,9.03,0,1,10000-50000,1,['Produto A'],59.12,483.16,0
4ecf869b-611c-4af2-b2dc-f9420eed248d,43,Feminino,Casado,97,Mensal,Boleto,2,0,20.85,0,1,10000-50000,2,['Produto F' 'Produto D'],508.46,50384.71,0
7ed88cf2-a02b-4bdb-b7c6-d7227b156c26,54,Masculino,Solteiro,91,Mensal,Boleto,5,2,7.49,1,0,1000-5000,5,['Produto D' 'Produto E' 'Produto B' 'Produto F' 'Produto C'],919.16,85448.16,0
59e4a17b-8c9b-4336-9027-5923e3934235,34,Feminino,Divorciado,35,Mensal,Boleto,3,0,9.61,0,3,5000-10000,2,['Produto A' 'Produto C'],200.15,7156.39,1
5c74f29b-72ca-4d48-af69-963d8687ae72,31,Masculino,Casado,102,Anual,Cartão,2,1,29.95,1,3,0-1000,3,['Produto C' 'Produto B' 'Produto F'],450.4,46931.97,0
57896d38-afcf-4313-b66b-aac8edbf4f3e,34,Feminino,Casado,69,Mensal,Cartão,1,2,12.3,1,0,1000-5000,2,['Produto B' 'Produto C'],209.93,14797.69,1
bc7895c4-0def-41f1-961c-4c2099a6418e,49,Masculino,Casado,50,Mensal,Cartão,4,1,12.98,1,4,1000-5000,6,['Produto E' 'Produto A' 'Produto C' 'Produto F' 'Produto D' 'Produto B'],935.43,47780.59,1
dfda7e5d-7e5a-4e25-b1c0-bc312965ae06,43,Masculino,Divorciado,17,Mensal,Débito,2,4,29.62,0,4,10000-50000,1,['Produto A'],54.32,943.36,0
dfb5d8bc-f995-47c7-a0de-acd11c3ee372,34,Masculino,Divorciado,40,Mensal,Débito,2,0,10.38,3,1,0-1000,1,['Produto B'],79.25,3238.39,0
d8c1d2a8-09a4-484e-90c1-26eaf22f4711,45,Feminino,Casado,43,Mensal,Boleto,0,0,17.47,0,2,5000-10000,3,['Produto B' 'Produto E' 'Produto A'],419.9,18445.25,0
8d6d2f0d-af61-4b7f-931f-244286c30985,40,Feminino,Casado,116,Mensal,Débito,1,1,18.83,0,1,10000-50000,3,['Produto F' 'Produto E' 'Produto A'],659.33,78132.38,0
416c18ce-35c7-4855-9ac5-7f6371363a94,49,Feminino,Casado,58,Mensal,Cartão,0,3,25.54,1,0,5000-10000,1,['Produto E'],297.89,17650.38,1
68da2815-0562-43b1-8dff-fb220b4b58ca,32,Masculino,Casado,100,Anual,Cartão,3,3,22.17,0,1,5000-10000,3,['Produto E' 'Produto A' 'Produto C'],404.67,41340.07,1
72f660a7-e3b5-4578-8428-c3fc03f2be14,36,Feminino,Solteiro,34,Mensal,Débito,1,3,14.97,0,1,0-1000,1,['Produto C'],133.52,4637.62,1
284d6c89-91dc-4a04-b9a9-ac8ad9d81f3c,36,Feminino,Solteiro,19,Mensal,Boleto,0,0,7.72,0,2,10000-50000,1,['Produto A'],44.89,871.31,0
779f051a-7fa3-4434-91c4-0679c06d7cca,25,Feminino,Casado,69,Mensal,Débito,1,2,28.1,0,3,0-1000,1,['Produto F'],272.3,19194.06,0
4222c0e0-e6d1-4a58-93e9-3666ed7b3587,42,Masculino,Casado,24,Anual,Débito,2,0,23.49,0,4,10000-50000,2,['Produto A' 'Produto F'],349.75,8575.1,0
bc03d504-6bc8-42b1-a601-30ca04cf58da,42,Masculino,Solteiro,31,Mensal,Cartão,1,0,6.81,2,4,50000-100000,1,['Produto D'],220.54,6984.24,0
4b2340f0-7f8c-479a-8959-138a61f90142,40,Feminino,Casado,85,Mensal,Cartão,2,1,13.74,0,1,1000-5000,2,['Produto B' 'Produto D'],254.95,22138.29,0
cffa0742-89cc-48aa-b6fe-ba0286e1e7bf,37,Masculino,Casado,89,Mensal,Débito,3,0,27.47,1,0,5000-10000,2,['Produto F' 'Produto B'],335.52,30505.54,0
af94b767-0f94-4662-b9e1-e5efce55fb5a,25,Feminino,Casado,47,Anual,Boleto,1,0,14.41,0,1,1000-5000,3,['Produto E' 'Produto D' 'Produto C'],651.72,31291.7,0
26ac3dd7-7e39-4d81-bcff-e1de8487a22d,35,Feminino,Solteiro,49,Mensal,Débito,1,0,19.98,1,3,0-1000,2,['Produto C' 'Produto D'],265.24,13277.16,0
90addd7e-24f3-4181-9719-75b50e6f2373,36,Feminino,Casado,6,Anual,Cartão,3,2,15.01,0,3,10000-50000,4,['Produto C' 'Produto D' 'Produto A' 'Produto E'],660.75,4050.03,1
c303e299-9b2b-45f7-a8d9-21436d7a9f11,31,Feminino,Solteiro,7,Mensal,Boleto,0,1,15.99,0,4,5000-10000,1,['Produto B'],90.43,646.67,0
d20a1134-cc73-453b-8b5a-c9e5e60d73b1,38,Masculino,Divorciado,57,Anual,Cartão,0,2,24.07,0,3,1000-5000,3,['Produto A' 'Produto D' 'Produto E'],518.94,30217.76,0
9eb22d7e-9532-46fa-85a2-33dc3355cfa5,44,Masculino,Casado,47,Mensal,Boleto,1,2,13.98,1,1,1000-5000,6,['Produto C' 'Produto B' 'Produto E' 'Produto D' 'Produto A' 'Produto F'],1106.98,53150.56,1
c0764225-4dcc-46c8-8b1f-142d74ed4cbc,58,Feminino,Casado,17,Anual,Débito,2,0,18.67,0,4,10000-50000,2,['Produto B' 'Produto D'],317.48,5513.6,1
66e548ae-2669-4227-8da1-bbe1b07885e9,41,Feminino,Solteiro,116,Mensal,Boleto,0,0,10.15,0,1,1000-5000,5,['Produto D' 'Produto F' 'Produto B' 'Produto E' 'Produto C'],1113.33,131932.6,0
2d6c0e37-cf50-4ad7-80c8-5816bf44c6ee,42,Feminino,Casado,22,Mensal,Débito,3,1,17.5,3,1,10000-50000,2,['Produto F' 'Produto D'],518.79,11659.62,1
d0fa01e9-97e9-4fee-966c-cd25c05dab8c,39,Feminino,Solteiro,45,Mensal,Boleto,1,0,6.86,1,3,10000-50000,2,['Produto A' 'Produto E'],345.85,15899.03,0
dc9fabd4-4000-4e0b-9a4f-87cb764c4c92,20,Masculino,Casado,14,Mensal,Débito,6,1,19.29,1,2,5000-10000,4,['Produto B' 'Produto A' 'Produto E' 'Produto C'],448.71,6417.47,0
601d29a2-8e8c-4839-b7a0-c878ef9f9ce5,39,Masculino,Casado,117,Anual,Débito,3,0,13.63,0,3,0-1000,1,['Produto A'],52.81,6312.08,0
cd82948f-e082-4dba-ae77-d15a6457b85d,40,Masculino,Divorciado,50,Mensal,Débito,2,1,28.29,0,3,0-1000,1,['Produto D'],171.18,8743.66,0
826fbdae-a8e8-4802-9d4b-31c505eae967,64,Feminino,Divorciado,38,Mensal,Boleto,3,1,8.98,0,3,1000-5000,3,['Produto E' 'Produto D' 'Produto B'],564.33,21907.2,1
f497218c-7d82-41bb-bcce-41fad069d3fe,38,Masculino,Divorciado,101,Anual,Boleto,2,1,22.93,0,2,10000-50000,2,['Produto F' 'Produto E'],450.91,46524.47,1
84ea4f12-1413-49ae-93ef-daa53454686e,43,Feminino,Casado,104,Mensal,Boleto,2,2,6.78,0,2,5000-10000,3,['Produto A' 'Produto F' 'Produto B'],406.21,43157.29,0
2a05665f-7588-4d7f-8b43-ede052a3e48f,39,Masculino,Casado,6,Anual,Débito,1,2,15.08,1,0,5000-10000,2,['Produto C' 'Produto F'],474.28,2907.08,0
1f0f51c8-2fc6-4f42-af3a-c068899b2e29,28,Masculino,Casado,64,Mensal,Boleto,1,0,25.17,0,0,5000-10000,1,['Produto A'],54.94,3592.02,0
bc1c3dc1-7d6a-4701-9007-8a999c5db076,51,Masculino,Divorciado,46,Mensal,Boleto,2,0,26.4,1,0,1000-5000,4,['Produto B' 'Produto D' 'Produto F' 'Produto E'],823.15,38681.83,0
0076b9b0-9cef-4dc7-9ed9-4c96a2759c1d,47,Feminino,Divorciado,55,Mensal,Boleto,2,0,21.28,1,4,1000-5000,2,['Produto B' 'Produto A'],154.99,8708.36,0
70df52bf-32e2-4a11-9573-187eb9f767a9,47,Masculino,Divorciado,116,Mensal,Cartão,2,1,22.22,0,1,0-1000,3,['Produto E' 'Produto F' 'Produto B'],716.9,84954.58,0
348b4dca-ae53-47cd-9766-96d17263c2c0,30,Feminino,Divorciado,29,Mensal,Boleto,2,1,26.75,1,0,0-1000,0,[],0.0,0.0,1
4884aff7-1710-439b-9c2b-fe866f0492af,54,Masculino,Casado,51,Mensal,Cartão,1,0,14.42,2,0,0-1000,2,['Produto D' 'Produto C'],358.03,18653.48,1
0f4f88a8-094f-46f7-a8d5-cbdebe388273,25,Masculino,Solteiro,37,Mensal,Cartão,2,3,28.02,0,1,0-1000,3,['Produto F' 'Produto D' 'Produto A'],562.43,21258.88,0
f2071a54-5e1b-416e-9726-65480ce14ccf,45,Feminino,Casado,104,Mensal,Cartão,4,1,10.66,0,2,1000-5000,6,['Produto F' 'Produto E' 'Produto A' 'Produto C' 'Produto D' 'Produto B'],1148.77,122049.68,0
4aed3bbc-c875-4e5f-a34a-d9a145da03f2,61,Masculino,Divorciado,11,Anual,Cartão,0,3,25.11,1,3,10000-50000,5,['Produto A' 'Produto C' 'Produto B' 'Produto F' 'Produto E'],724.27,8138.86,0
68bf36ac-4d82-4cf4-af27-4853eb58aae9,30,Feminino,Solteiro,86,Anual,Boleto,0,2,11.14,0,1,5000-10000,2,['Produto A' 'Produto B'],122.65,10775.47,0
85a60ac3-7174-4b8e-a882-2d61c796b9fa,34,Feminino,Solteiro,80,Mensal,Boleto,1,0,14.8,1,4,1000-5000,3,['Produto A' 'Produto D' 'Produto E'],516.33,42197.58,0
8f8e033d-baac-4963-917e-06bff93cac52,40,Masculino,Solteiro,4,Mensal,Boleto,1,0,13.5,2,4,1000-5000,4,['Produto A' 'Produto B' 'Produto D' 'Produto F'],544.65,2225.6,1
2a12abb1-c3fa-4141-bec1-f691f7c0d269,34,Feminino,Solteiro,46,Mensal,Cartão,1,1,12.32,1,1,0-1000,2,['Produto A' 'Produto B'],141.94,6670.11,0
fc97f9ae-abe7-4e8d-9af6-f649392a243e,24,Feminino,Casado,53,Mensal,Boleto,4,1,9.18,0,0,5000-10000,1,['Produto D'],215.42,11663.59,1
6617b49d-c0a0-4896-9b45-5f686ded0e3f,40,Masculino,Casado,60,Mensal,Cartão,3,0,22.21,0,4,10000-50000,1,['Produto A'],41.18,2524.11,1
623931d2-4d69-406e-a682-15a7b2c09cc6,29,Feminino,Solteiro,98,Mensal,Débito,1,3,11.25,0,4,0-1000,5,['Produto A' 'Produto E' 'Produto D' 'Produto F' 'Produto B'],921.02,92207.31,0
4902f3ca-87e5-4545-8367-fc567b1e8c5f,44,Masculino,Divorciado,16,Mensal,Cartão,1,1,26.53,0,4,0-1000,1,['Produto F'],269.21,4400.29,1
5b5e56f4-d813-4ce4-8e5b-630420a62be0,30,Feminino,Casado,68,Mensal,Cartão,1,0,21.9,1,1,1000-5000,4,['Produto C' 'Produto B' 'Produto F' 'Produto D'],763.03,53005.48,0
91da3a44-d2ec-4a03-8cef-d3fba1345d0c,55,Masculino,Casado,14,Mensal,Débito,1,3,29.58,0,4,0-1000,0,[],0.0,0.0,1
11e53a19-adfd-40fa-89cb-175abfa483e2,32,Feminino,Solteiro,19,Mensal,Boleto,2,2,27.35,0,1,1000-5000,2,['Produto F' 'Produto E'],555.24,10777.17,1
f0fa06b3-7fae-4660-8c25-962d985f1a8f,36,Feminino,Divorciado,8,Mensal,Boleto,0,2,25.87,1,0,1000-5000,5,['Produto C' 'Produto F' 'Produto D' 'Produto E' 'Produto B'],852.6,6967.96,0
